Name,Rating,Review,Clean_Review,Polarity,Sentiment,Review_Length
Madhan Reddy,5.0,No one can beat iphone camera,no one can beat iphone camera,0.0,Negative,29
R K,5.0,Everything is fine but sometimes it unnecessarily heats up.,everything is fine but sometimes it unnecessarily heats up,0.008333333333333331,Negative,59
Chandan Banerjee,5.0,Good quality,good quality,0.7,Positive,12
Flipkart Customer,5.0,Beast in that price range ⚜️🔥,beast in that price range,0.0,Negative,29
Satendra  Singh,5.0,supper,supper,0.0,Negative,6
Sourajyoti  Malakar,5.0,What to say about iphone😂If you have money then buy it.,what to say about iphoneif you have money then buy it,0.0,Negative,55
Annu Tiwari,5.0,Nice productI am buy 2nd next year...,nice producti am buy nd next year,0.3,Positive,37
G Suresh,5.0,Already i have used the i phone 7 plus but now Purchase of i phone 15 that feel really happy and smoothness using the phone,already i have used the i phone plus but now purchase of i phone that feel really happy and smoothness using the phone,0.8,Positive,123
Flipkart Customer,5.0,"Initially I missed 120 Hz screen refresh rate after switching from Mi 11x pro to iphone15. It been a month using iPhone 15, accordingly to my experience, unless you want to purchase more apple products like Mac book, apple watch etc. it is not smart decision to buy iphone. But I surely appreciated it's small form factor and less weight. Battery backup is also good.",initially i missed hz screen refresh rate after switching from mi x pro to iphone it been a month using iphone accordingly to my experience unless you want to purchase more apple products like mac book apple watch etc it is not smart decision to buy iphone but i surely appreciated its small form factor and less weight battery backup is also good,0.1251700680272109,Positive,367
Mohd Hasnain,5.0,"Upgraded from iPhone 11, The camera quality is awesomeThe display quality is great and the dynamic island working perfectlyHappy with Apple and Flipkart",upgraded from iphone the camera quality is awesomethe display quality is great and the dynamic island working perfectlyhappy with apple and flipkart,0.4,Positive,152
Deepanjan Bhattacharjee,5.0,Awesome phone phone by apple 🍎,awesome phone phone by apple,1.0,Positive,30
Venkat Ramana,5.0,Amazing 😍😍😍😍Just go and buy it blindly if you have enough of money,amazing just go and buy it blindly if you have enough of money,0.03333333333333336,Negative,66
Ashbin paul Paul,4.0,"I bought this in big billion days in Flipkart, overall the pho",i bought this in big billion days in flipkart overall the pho,0.0,Negative,62
Megha bodhan,4.0,☺️Awesome must buy it I m really happy with iPhone 15 ❤️😊🥹😍,awesome must buy it i m really happy with iphone,0.9,Positive,59
Manoj negi,4.0,"Phone is good but if u already have an iPhone 12,13,14 then it's not worth upgrading, same design and similar performance except dynamic Island which I guarantee you will ever notice or use",phone is good but if u already have an iphone then its not worth upgrading same design and similar performance except dynamic island which i guarantee you will ever notice or use,0.10999999999999999,Positive,189
Aalok Singh,4.0,Much faster and best camera only issue of battery one day easily use after full charge. Design Awesome 🤘🏻✌️.best color in images and 4K with 60 fps is awesome.,much faster and best camera only issue of battery one day easily use after full charge design awesome best color in images and k with fps is awesome,0.6229166666666667,Positive,159
Shadab Lampsy,4.0,Apple as usual. Eco system is great. Rest all are average for the price but I paid for the ecosystem,apple as usual eco system is great rest all are average for the price but i paid for the ecosystem,0.13333333333333333,Positive,100
Praveen sarwa,4.0,Product is good. But worst delivery experience,product is good but worst delivery experience,-0.15000000000000002,Negative,46
Girish Pal,5.0,Everything is fine but it's heating while using phone 🥲,everything is fine but its heating while using phone,0.4166666666666667,Positive,55
ANAMIKA pandey,,It's battery is not as mentioned.Camera quality is good but sometime it doesn't even work and gives blur picture.,its battery is not as mentionedcamera quality is good but sometime it doesnt even work and gives blur picture,0.7,Positive,113
anujyadav anuj,5.0,Very good product,very good product,0.9099999999999999,Positive,17
Pentakota Pavan,5.0,Everything is good. Battery backup is hardly 6hrs will come while continuously usage. Camera is fantastic. In this iphone 60 hz refreshing rate is equals to 120hz refresh rate in android. Very light weight.,everything is good battery backup is hardly hrs will come while continuously usage camera is fantastic in this iphone hz refreshing rate is equals to hz refresh rate in android very light weight,0.3656666666666667,Positive,206
Tekchand Biswal,5.0,Nice product. The look of the phone is awesome 👌. Great to have the iphone black color.,nice product the look of the phone is awesome great to have the iphone black color,0.5583333333333335,Positive,87
Flipkart Customer,3.0,Camera very hard but phone heating 😒😒,camera very hard but phone heating,-0.3791666666666667,Negative,37
R H,,Battery backup is not at all good,battery backup is not at all good,0.7,Positive,33
Abhinav Singh negi,5.0,Nice phone,nice phone,0.6,Positive,10
Flipkart Customer,5.0,Awesome picture qualityLoved it😍,awesome picture qualityloved it,1.0,Positive,32
Ronju miya,5.0,Very genuine product. Camera is outstanding as well as performance,very genuine product camera is outstanding as well as performance,0.51,Positive,66
Jishnu  Samanta,5.0,"I recently purchased the iPhone 15 from Flipkart, and I'm thrilled with my experience. The sleek design and vibrant display are stunning, and the performance is top-notch with its powerful A16 Bionic chip. The camera quality is exceptional, capturing detailed and vivid photos even in low light. Battery life has been impressive, easily lasting a full day with heavy use. Flipkart's delivery was prompt, and the packaging was secure. Overall, I'm extremely satisfied with my purchase and would hig...",i recently purchased the iphone from flipkart and im thrilled with my experience the sleek design and vibrant display are stunning and the performance is topnotch with its powerful a bionic chip the camera quality is exceptional capturing detailed and vivid photos even in low light battery life has been impressive easily lasting a full day with heavy use flipkarts delivery was prompt and the packaging was secure overall im extremely satisfied with my purchase and would hig,0.3063725490196078,Positive,500
Amiya Roy,5.0,"Upgraded from Iphone 11. worth buying it. here are some pros and cons.Pros:1) Smooth, constant software update,2)6 GB RAM,1 day easily sustainable battery life3) extremely helpful if you are in apple ecosystem.4) 48MP camera is really great if we compare  with my I Phone 11's 12 MP .Best video quality.5) don't go for 15 plus or pro model even if you have enough money. but 128 GB base model within 65000 RS and use that extra money to buy MacBook AIR or airpod 3rd GEN.CONS:1) 60HZ disp...",upgraded from iphone worth buying it here are some pros and conspros smooth constant software update gb ram day easily sustainable battery life extremely helpful if you are in apple ecosystem mp camera is really great if we compare with my i phone s mp best video quality dont go for plus or pro model even if you have enough money but gb base model within rs and use that extra money to buy macbook air or airpod rd gencons hz disp,0.20083333333333336,Positive,491
Aryan sharma,5.0,I just upgraded from an old android device to this .. the overall experience is Insane,i just upgraded from an old android device to this the overall experience is insane,-0.3,Negative,86
Ashis Karamakar,5.0,Excellent product,excellent product,1.0,Positive,17
Atul Rasyal,5.0,The product is good.Prize is excessive due to Apple branding only. Battery backup is not up to expectations. Flagship Titanium is lacking in it which is available in pro models only. At this price the screen should have been 6.8 inches at least.,the product is goodprize is excessive due to apple branding only battery backup is not up to expectations flagship titanium is lacking in it which is available in pro models only at this price the screen should have been inches at least,-0.04583333333333333,Negative,245
SUMIT LOHIA,5.0,Click the pic is amazing.,click the pic is amazing,0.6000000000000001,Positive,25
Rahul Banerjee,5.0,Awesome.Camera too goodDisplay too goodBattery GoodFeels too good,awesomecamera too gooddisplay too goodbattery goodfeels too good,0.7,Positive,65
Mahipal Gariya,4.0,"Perfect one to upgradeEdit after 7 months : No diappointments , build quality good as this has undergone few hard falls . Underwater also good . Camera quality is awesome . Battery is always a issue but it is okay for a person uses 5-6 hours daily . Videos are also good in cinematic mode . Good update i bought it at 78k when launched . But Around 65 it is super deal to do at this time .",perfect one to upgradeedit after months no diappointments build quality good as this has undergone few hard falls underwater also good camera quality is awesome battery is always a issue but it is okay for a person uses hours daily videos are also good in cinematic mode good update i bought it at k when launched but around it is super deal to do at this time,0.4284722222222222,Positive,389
Bijoy Chakraborty,5.0,Bumper mobile..,bumper mobile,0.0,Negative,15
Yash,5.0,Black colour is just awesome 🔥🔥,black colour is just awesome,0.4166666666666667,Positive,31
MD Arbaaz patel,5.0,"Its first iPhone of my life, excellent performance, camera and display.Battery is good last for 5 hours to 6 house in daily uses.",its first iphone of my life excellent performance camera and displaybattery is good last for hours to house in daily uses,0.39,Positive,129
Zubair Khan,5.0,I am very happy with the sevice of Flipkart and  product was very good.thanks Flipkart,i am very happy with the sevice of flipkart and product was very goodthanks flipkart,0.6,Positive,86
Rishi Raj,5.0,All and all a beast!!!🔥💯The only thing which can be improved is battery 😕,all and all a beastthe only thing which can be improved is battery,0.0,Negative,73
Teddy Bear,5.0,Recently bought this phone and realized why Apple make the best phones in the world.One of the most beautiful purchase I ever made 💙,recently bought this phone and realized why apple make the best phones in the worldone of the most beautiful purchase i ever made,0.5875,Positive,132
Deb Neogi,5.0,"At the time of sale it was the best deal for me , intented to buy pixel 8 but went for iphone 15 was really worth it . Performance user experience camera design is undoubtedly excellent the only drawback is the battery life , which sustains for only 6 7 hours and in daily life have to charge 2 times . As a flagship phone it could be a better but noting is perfect, without the battery issue in every aspect it is value for money.",at the time of sale it was the best deal for me intented to buy pixel but went for iphone was really worth it performance user experience camera design is undoubtedly excellent the only drawback is the battery life which sustains for only hours and in daily life have to charge times as a flagship phone it could be a better but noting is perfect without the battery issue in every aspect it is value for money,0.475,Positive,431
Flipkart Customer,5.0,"In 51500, it's the best option",in its the best option,1.0,Positive,30
Prajwal Suryan,5.0,"Awesome phone, camera✅, build✅, battery lasts 1 day easily✅, overall met my expectations😊",awesome phone camera build battery lasts day easily overall met my expectations,0.5,Positive,89
John Fanai,5.0,"Awesome 🫰As a first time ios user, I literally think it's one of the best deal!Nonetheless as Android-flagship becoming more expensive these days, still ios doesn't match the fluidity provided by Android. One very promising I've seen so far using iPhone is that battery last longer than i expected with high security. It's like pay per view authenticity one can appreciate using iPhone. If you can match the trend set in ios you may go for it but if you don't stick with your android. People m...",awesome as a first time ios user i literally think its one of the best dealnonetheless as androidflagship becoming more expensive these days still ios doesnt match the fluidity provided by android one very promising ive seen so far using iphone is that battery last longer than i expected with high security its like pay per view authenticity one can appreciate using iphone if you can match the trend set in ios you may go for it but if you dont stick with your android people m,0.28363636363636363,Positive,496
Flipkart Customer,5.0,Phone is good but during video shooting in summer phone is heated too much,phone is good but during video shooting in summer phone is heated too much,0.44999999999999996,Positive,74
Ranjith kumar,5.0,"Bought 256gb green variant 😍,new to iosIOS is very fluid and smoothDesign is awesome, i took green its looking better in hand than other colours and dynmaic island adds to it.No heatings issuesPerfromance is goodCharges faster than pixelCamera and Video recording is very goodComing from pixel 7a where pixel is one of worst device out there having bad charging, worst battery backup even heats up in normal usage in our country.",bought gb green variant new to iosios is very fluid and smoothdesign is awesome i took green its looking better in hand than other colours and dynmaic island adds to itno heatings issuesperfromance is goodcharges faster than pixelcamera and video recording is very goodcoming from pixel a where pixel is one of worst device out there having bad charging worst battery backup even heats up in normal usage in our country,-0.10321969696969698,Negative,429
Rahul Yadav,5.0,Good 👍,good,0.7,Positive,6
Diwakar Mahato,5.0,This is my first iPhone. Experience is very good as of now. For me I have to work with excel and word most of the time and there is no MS office because iPhone has its own version of Office which is a bit different.Camera and battery both are good. Look is so premium.,this is my first iphone experience is very good as of now for me i have to work with excel and word most of the time and there is no ms office because iphone has its own version of office which is a bit differentcamera and battery both are good look is so premium,0.592,Positive,268
Tushar Sankhe,5.0,The person to whom it's gifted says that everything is  great. Hope it was a little cheaper and more affordable.,the person to whom its gifted says that everything is great hope it was a little cheaper and more affordable,0.403125,Positive,112
Abhishek Bhatia,5.0,I love the product 😍 and the delivery person also and adding camera photos,i love the product and the delivery person also and adding camera photos,0.5,Positive,74
Flipkart Customer,5.0,Just go for it 🫠,just go for it,0.0,Negative,16
Rohan singh rajput,5.0,Camera and display both are good 😍,camera and display both are good,0.7,Positive,34
Golam Masud,5.0,iPhone 13 update to iPhone 15,iphone update to iphone,0.0,Negative,29
Pravin Darekar,5.0,Except screen refresh rate everything is good.,except screen refresh rate everything is good,0.7,Positive,46
Battula Asha,5.0,Amazing 👌,amazing,0.6000000000000001,Positive,9
Flipkart Customer,4.0,Good product ￼,good product,0.7,Positive,14
Piyush Jaiswal,5.0,Best I phone 15,best i phone,1.0,Positive,15
Sakshi Patil,5.0,"Iphone 15 is best ever and it's appearance,keypad is so good I like it much!!As we see in online photos back CLR was  dark but after you handled it it's in the light green colour nd I love that colour.",iphone is best ever and its appearancekeypad is so good i like it muchas we see in online photos back clr was dark but after you handled it its in the light green colour nd i love that colour,0.32142857142857145,Positive,201
Suman Lama,5.0,Very nice phone the camera was too good I luv it,very nice phone the camera was too good i luv it,0.74,Positive,48
Abhi Srivastava,5.0,Fast Reliable Beautiful,fast reliable beautiful,0.525,Positive,23
Mayur Mahajan,5.0,It's good to be transfer iphone 11 to 15 and best experience ever.,its good to be transfer iphone to and best experience ever,0.85,Positive,66
raj  khan,5.0,Fabulous!!!,fabulous,0.4,Positive,11
Navin Srivastava,5.0,Camera is a major upgrade over previous models. If you have 12 or older you can upgrade to 15 without thinking,camera is a major upgrade over previous models if you have or older you can upgrade to without thinking,0.020833333333333332,Negative,110
Ajay G,5.0,"Back to iPhone family from android, best upgrade phone. Fully satisfied with the design and the performance. Minimum 10hrs of battery on single charge (12hrs in low power mode). No lags and even it charges very fast up to 80% which is decent.",back to iphone family from android best upgrade phone fully satisfied with the design and the performance minimum hrs of battery on single charge hrs in low power mode no lags and even it charges very fast up to which is decent,0.2650340136054422,Positive,242
Sagar Dhiryan,5.0,"Great phone , worth the money",great phone worth the money,0.55,Positive,29
Rohit Kumar Mishra,5.0,Nice iPhone,nice iphone,0.6,Positive,11
Harit Madan,4.0,Battery Health Dropped to 85% in 6 months. Rest everything is ok.,battery health dropped to in months rest everything is ok,0.5,Positive,65
Zeyarul Sk,4.0,"The phone is pretty good in terms of camera.  However, those who have used 120hz premium display phones will find the display experience to be bad.",the phone is pretty good in terms of camera however those who have used hz premium display phones will find the display experience to be bad,0.08333333333333337,Negative,147
Rahul P,4.0,Best in the budget,best in the budget,1.0,Positive,18
Flipkart Customer,5.0,Product is good as you all know its iphone,product is good as you all know its iphone,0.7,Positive,42
Shikha Srivastava,4.0,Awesome pics by iphone 15. Love it😍😍,awesome pics by iphone love it,0.75,Positive,36
Vinayraje Urs,4.0,Heating issue but overall good phone,heating issue but overall good phone,0.35,Positive,36
Narasmhamvenkata Bikkavilli,4.0,Overall good,overall good,0.35,Positive,12
ANUBHAV  CHAUHAN,4.0,Nice product but the heating issue n battery can be improved,nice product but the heating issue n battery can be improved,0.6,Positive,60
Amardeep Raghwani,5.0,Awesome phone 📱,awesome phone,1.0,Positive,15
Harpreet Singh,5.0,v v good,v v good,0.7,Positive,8
Mayank Varshney,5.0,"Nice camera first of all then battery is also very decent although the Mah is low but the optimisation of phone is very good with the battery so handy and classy ,also the calling quality and speakers are too good.",nice camera first of all then battery is also very decent although the mah is low but the optimisation of phone is very good with the battery so handy and classy also the calling quality and speakers are too good,0.42208333333333337,Positive,214
Shekar Dhongdi,5.0,"Thanks flipkart for the on time delivery. About the product it's a minor upgrade from 13 and 14... except dynamic island and 48mp camera, of course not to forget 4nm A16 chipset which is a plus",thanks flipkart for the on time delivery about the product its a minor upgrade from and except dynamic island and mp camera of course not to forget nm a chipset which is a plus,0.05000000000000001,Negative,193
Soumen Biswas,5.0,Awesome 🥰,awesome,1.0,Positive,9
Dulamani Pranaya  Patel,5.0,"I'm very excited to this, Apple iPhone 15And this is my first Apple devices!Value for money ✔️TQ so much for your valuable cooperation FlipkartDelivery within 24 hrs only",im very excited to this apple iphone and this is my first apple devicesvalue for money tq so much for your valuable cooperation flipkartdelivery within hrs only,0.234375,Positive,170
Sidhart Lal,5.0,Exclusive product from Apple. Thanks To Flipkart for fast delivery,exclusive product from apple thanks to flipkart for fast delivery,0.2,Positive,66
Pawan Kumar,5.0,"I am happy with this iphone 15. Battery,Display are best and camera also",i am happy with this iphone batterydisplay are best and camera also,0.9,Positive,72
Sreenivas Vadde,5.0,My dream comes true,my dream comes true,0.35,Positive,19
Raj Vk,5.0,Superb,superb,1.0,Positive,6
Rohith cherry Reddy,5.0,Good and super performance loved it but not happy with the delivery its been late for 2days rest all went good n awesome product,good and super performance loved it but not happy with the delivery its been late for days rest all went good n awesome product,0.3904761904761904,Positive,128
Vivek Rawat,5.0,Smooth 🔥,smooth,0.4,Positive,8
Flipkart Customer,4.0,"As always, Apple doing its job perfectly! Superb Phone!",as always apple doing its job perfectly superb phone,1.0,Positive,55
Hitesh  Mahajan,5.0,"Overall: The iPhone 15 is a fantastic phone for everyday use, it offers a compelling blend of performance, camera prowess (no doubt the best camera), and battery life (as per my use it is easily lasting 1 full day). However, the lack of a high refresh rate display and the underwhelming charging speed hold it back from being truly exceptional.Pros:Superb Cameras: The 48MP main sensor captures stunning photos with excellent detail and dynamic range. Low-light performance is also impressive. ...",overall the iphone is a fantastic phone for everyday use it offers a compelling blend of performance camera prowess no doubt the best camera and battery life as per my use it is easily lasting full day however the lack of a high refresh rate display and the underwhelming charging speed hold it back from being truly exceptionalprossuperb cameras the mp main sensor captures stunning photos with excellent detail and dynamic range lowlight performance is also impressive,0.3184444444444445,Positive,497
Shasi Krishna,5.0,Superb Performance ✨,superb performance,1.0,Positive,20
Vikas Rana,4.0,Okay,okay,0.5,Positive,4
Shiraz Lone,4.0,"Pros: The phone is excellent in Performance, design, Camera, Battery.  Amazing phoneCones:  The only thing which should have been given is fast charging",pros the phone is excellent in performance design camera battery amazing phonecones the only thing which should have been given is fast charging,0.45,Positive,152
Madan Raj,3.0,Selfie camera worstNot statisfied,selfie camera worstnot statisfied,0.0,Negative,33
Pritesh Saha,3.0,"It ticks all the basic boxes well as expected. But had a lot of expectations from the camera as it was one of the primary reasons for buying iPhone. I can tell you - just go with a Samsung if you want to click photos without thinking too much.The iPhone's camera is not good for Indian human subjects with darker skin tones. It over-processes the image way too much and makes you look much darker than you are. Not just human subjects, it overprocesses everything. The final image looks very dif...",it ticks all the basic boxes well as expected but had a lot of expectations from the camera as it was one of the primary reasons for buying iphone i can tell you just go with a samsung if you want to click photos without thinking too muchthe iphones camera is not good for indian human subjects with darker skin tones it overprocesses the image way too much and makes you look much darker than you are not just human subjects it overprocesses everything the final image looks very dif,0.05500000000000001,Negative,498
Priyanshu  Pandey,4.0,"Pros:Battery LifeThermal managementBody designRAM ManagementCons:iOS - Unpractical, too buggy and least automated",prosbattery lifethermal managementbody designram managementconsios unpractical too buggy and least automated,-0.3,Negative,113
TAHA Khan,5.0,The divice is very heating problem,the divice is very heating problem,0.2,Positive,34
Bharat Aneja,4.0,"iPhone 15 is good, picture quality are also good but phone is heat up",iphone is good picture quality are also good but phone is heat up,0.7,Positive,69
Kotha Parameshwar  Reddy,5.0,Very smooth and nice Phone and thanks to flipkart,very smooth and nice phone and thanks to flipkart,0.44,Positive,49
Abhishek patel,5.0,"I bought this iphone 15 in bbd sale 2024Camera - 5/5Battery - Better then other iphones 5/5Display - AwesomePerformance - A little performance drop when used in sunlight but otherwise performs wellOverall - It is a all rounder phone for gaming, camera, battery, looks and allBest part - It works seamlessly in my apply ecosystem with my mac and ipadThanks to apple and flipkart",i bought this iphone in bbd sale camera battery better then other iphones display awesomeperformance a little performance drop when used in sunlight but otherwise performs welloverall it is a all rounder phone for gaming camera battery looks and allbest part it works seamlessly in my apply ecosystem with my mac and ipadthanks to apple and flipkart,0.071875,Negative,377
Hari Krishnan,4.0,Timely fast delivery by flipcart.Product wise it was just superb ... new design with matt finish and the camaras are just outstanding .,timely fast delivery by flipcartproduct wise it was just superb new design with matt finish and the camaras are just outstanding,0.5072727272727272,Positive,135
Goni  Tomar,,So much heating issue  so much means so much,so much heating issue so much means so much,0.20000000000000004,Positive,44
Tarif Hussain,5.0,"Iphone tremendous perfonce, lovely design..... The Best phone❤️",iphone tremendous perfonce lovely design the best phone,0.611111111111111,Positive,63
Sujan  Roy,5.0,"Good Phone, Nice Design. Love this Phone .",good phone nice design love this phone,0.6,Positive,42
Jeffin Jacob Paul,5.0,"The best iphone to buy right now. Chose the 512 gb variant. It has type c, great battery life and overall great size as well. Thought of getting the plus but it was too big. But that does have good battery life. But this one has a great battery life even with a small battery. Also no words to say about camera and performance. Great absolutely beautiful. I went for the 512 gb storage because this uses more space for photos with the new 48 mp camera. Iphone should really make the base variant a...",the best iphone to buy right now chose the gb variant it has type c great battery life and overall great size as well thought of getting the plus but it was too big but that does have good battery life but this one has a great battery life even with a small battery also no words to say about camera and performance great absolutely beautiful i went for the gb storage because this uses more space for photos with the new mp camera iphone should really make the base variant a,0.3881385281385281,Positive,500
Rechal Clinton Lal,5.0,Amazing product I have upgrade from iPhone 12 to iPhone 15 and it is just incredible. Battery performance also improved a lot .. 🤩,amazing product i have upgrade from iphone to iphone and it is just incredible battery performance also improved a lot,0.75,Positive,130
Ibnemasud  Dabu,5.0,I am so happy 👌👌👌👌👌👌👌👌,i am so happy,0.8,Positive,22
AMRESH KANUJIA,4.0,Over-all best in phone,overall best in phone,0.5,Positive,22
Amit  Jain,5.0,"Best phone ever, Excellent Camera Quality, Everything is Perfect",best phone ever excellent camera quality everything is perfect,1.0,Positive,64
Adhishwar Mishra,5.0,Camera 5/5Display 5/5Battery 4/5Design 5/5Totally happy ❤️,camera display battery design totally happy,0.8,Positive,58
Devendra Singh,5.0,TRUE AND REAL PRODUCT I GOT FROM FLIPKARTTHANKS FLIPKART.,true and real product i got from flipkartthanks flipkart,0.275,Positive,57
Rajesh Kumar,5.0,Simply AWESOME 😍,simply awesome,1.0,Positive,16
Srinivas Kannan,5.0,"Undoubtedly, best phone for the next few years to come !!Flipkart has given the best buyback price so far for me on whatever iPhones I have purchased.",undoubtedly best phone for the next few years to come flipkart has given the best buyback price so far for me on whatever iphones i have purchased,0.38,Positive,150
Bharat Raj Rohidas,5.0,Awesome camera,awesome camera,1.0,Positive,14
Narayan  Sharma,3.0,Heating issue,heating issue,0.0,Negative,13
Nitheesh  P N,5.0,Superb.....,superb,1.0,Positive,11
Ashok kumar,5.0,Great phone but still missing 90hz refresh rate display!,great phone but still missing hz refresh rate display,0.30000000000000004,Positive,56
Gopa B,5.0,Camera quality is very good,camera quality is very good,0.9099999999999999,Positive,27
Flipkart Customer,5.0,"Nyz phone ,Good battery backup.Overall value for money🙌.",nyz phone good battery backupoverall value for money,0.7,Positive,56
sufiyan kansara,5.0,Love to use iphone. Excellent product,love to use iphone excellent product,0.75,Positive,37
